,time,temperatura,humidade,ponto de orvalho,direção do vento,velocidade do vento
632,2023-03-18T08:00,23.6,98,23.3,180,5.8
633,2023-03-18T09:00,24.4,97,23.8,174,6.5
634,2023-03-18T10:00,25.1,93,23.9,145,7.0
635,2023-03-18T11:00,26.3,86,23.7,135,7.1
636,2023-03-18T12:00,27.1,81,23.5,139,7.1
637,2023-03-18T13:00,27.2,79,23.3,148,8.1
638,2023-03-18T14:00,27.0,81,23.4,157,9.4
639,2023-03-18T15:00,26.5,82,23.1,135,10.2
640,2023-03-18T16:00,26.2,83,23.2,125,10.1
641,2023-03-18T17:00,25.6,86,23.1,122,11.0
642,2023-03-18T18:00,24.9,88,22.9,111,10.0
643,2023-03-18T19:00,24.1,92,22.7,115,6.8
644,2023-03-18T20:00,23.6,93,22.5,113,5.5
645,2023-03-18T21:00,23.4,95,22.6,110,4.2
646,2023-03-18T22:00,23.2,97,22.6,101,3.7
647,2023-03-18T23:00,23.0,97,22.6,90,3.2
648,2023-03-19T00:00,22.8,98,22.5,77,3.3
649,2023-03-19T01:00,22.7,98,22.4,76,3.0
650,2023-03-19T02:00,22.6,98,22.3,84,3.3
651,2023-03-19T03:00,22.2,98,21.9,72,3.4
652,2023-03-19T04:00,22.2,98,21.8,73,3.8
653,2023-03-19T05:00,22.0,98,21.7,84,3.3
654,2023-03-19T06:00,21.8,98,21.5,90,2.5
655,2023-03-19T07:00,21.6,98,21.3,101,1.8
656,2023-03-19T08:00,23.1,96,22.5,68,1.9
657,2023-03-19T09:00,24.6,87,22.2,41,6.6
658,2023-03-19T10:00,26.1,84,23.2,36,6.2
659,2023-03-19T11:00,27.6,78,23.3,28,6.1
660,2023-03-19T12:00,29.2,70,23.1,360,4.3
661,2023-03-19T13:00,30.1,66,23.1,329,4.2
662,2023-03-19T14:00,31.1,63,23.1,299,7.4
663,2023-03-19T15:00,30.7,62,22.5,273,7.6
664,2023-03-19T16:00,30.2,63,22.4,261,7.3
665,2023-03-19T17:00,29.6,66,22.6,255,5.6
666,2023-03-19T18:00,28.9,70,23.0,229,3.8
667,2023-03-19T19:00,27.5,79,23.6,127,1.8
668,2023-03-19T20:00,26.3,83,23.2,90,2.9
669,2023-03-19T21:00,25.8,84,23.0,45,1.5
670,2023-03-19T22:00,24.9,88,22.8,45,2.0
671,2023-03-19T23:00,24.3,90,22.6,27,1.6
672,2023-03-20T00:00,23.9,91,22.4,8,2.5
673,2023-03-20T01:00,23.3,93,22.2,346,3.0
674,2023-03-20T02:00,22.9,95,22.0,328,3.4
675,2023-03-20T03:00,23.0,94,22.0,324,3.1
676,2023-03-20T04:00,23.0,94,21.9,315,3.6
677,2023-03-20T05:00,22.9,93,21.7,331,3.7
678,2023-03-20T06:00,22.9,91,21.4,261,4.7
679,2023-03-20T07:00,22.5,93,21.2,274,4.7
680,2023-03-20T08:00,23.5,91,21.9,275,4.3
681,2023-03-20T09:00,24.5,87,22.2,210,10.8
682,2023-03-20T10:00,23.9,88,21.9,225,11.2
683,2023-03-20T11:00,24.7,84,21.9,244,12.4
684,2023-03-20T12:00,26.1,79,22.1,234,14.2
685,2023-03-20T13:00,25.8,80,22.1,223,12.7
686,2023-03-20T14:00,24.8,85,22.1,213,12.5
687,2023-03-20T15:00,24.6,86,22.2,215,10.6
688,2023-03-20T16:00,23.9,89,22.0,207,8.9
689,2023-03-20T17:00,23.6,90,21.8,197,7.5
690,2023-03-20T18:00,23.1,91,21.6,184,4.7
691,2023-03-20T19:00,22.9,92,21.6,195,7.1
692,2023-03-20T20:00,22.7,90,21.0,172,10.9
693,2023-03-20T21:00,22.3,84,19.4,156,12.2
694,2023-03-20T22:00,21.6,85,18.8,153,11.8
695,2023-03-20T23:00,21.0,83,18.0,152,9.8
